Row_ID,Order_ID,Order_Date,Order_Priority,Order_Quantity,Sales,Discount,Ship_Mode,Profit,Unit_Price,Shipping_Cost,Customer_Name,Province,Region,Customer_Segment,Product_Category,Product_Sub_Category,Product_Name,Product_Container,Product_Base_Margin,Ship_Date,Status
5727,40612,2011-02-28,High,9,19.2000000000,0.1000000000,Regular Air,-6.8400000000,2.2100000000,1.1200000000,Shaun Chance,Alberta,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 327,Wrap Bag,0.5800000000,2011-03-01,Not Returned
5728,40643,2011-04-05,Critical,23,258.7400000000,0.0500000000,Regular Air,10.8000000000,11.5800000000,5.7200000000,Ben Wallace,Quebec,Quebec,Home Office,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Small Box,0.3500000000,2011-04-07,Not Returned
5729,40647,2009-08-17,High,47,1982.1600000000,0.0300000000,Regular Air,267.1000000000,40.9900000000,19.9900000000,Naresj Patel,Ontario,Ontario,Corporate,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Small Box,0.3600000000,2009-08-18,Not Returned
5730,40672,2012-10-29,Low,16,1617.9100000000,0.0400000000,Delivery Truck,-159.2100000000,100.9800000000,35.8400000000,Barry Gonzalez,Quebec,Quebec,Consumer,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,0.6200000000,2012-10-31,Not Returned
5731,40673,2012-02-17,Low,14,157.4900000000,0.0200000000,Regular Air,62.5400000000,10.9400000000,1.3900000000,Art Foster,British Columbia,West,Home Office,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Small Box,0.3500000000,2012-02-22,Not Returned
5732,40678,2010-04-28,Low,42,2753.0700000000,0.0700000000,Regular Air,551.3400000000,67.2800000000,19.9900000000,Daniel Byrd,Alberta,West,Home Office,Office Supplies,Binders and Binder Accessories,Catalog Binders with Expanding Posts,Small Box,0.4000000000,2010-05-05,Not Returned
5733,40704,2009-01-07,Low,6,11.5700000000,0.0100000000,Regular Air,-2.0600000000,1.7600000000,0.7000000000,Julie Kriz,Nova Scotia,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.5600000000,2009-01-12,Not Returned
5734,40706,2012-01-21,Medium,40,111.0400000000,0.0800000000,Express Air,45.1000000000,2.6100000000,0.5000000000,Nora Pelletier,Manitoba,Prarie,Home Office,Office Supplies,Labels,Avery 494,Small Box,0.3900000000,2012-01-22,Not Returned
5735,40707,2009-06-11,High,26,1495.1840000000,0.0000000000,Regular Air,211.0900000000,65.9900000000,8.9900000000,Harold Pawlan,Ontario,Ontario,Small Business,Technology,Telephones and Communication,5180,Small Box,0.5600000000,2009-06-13,Not Returned
5736,40708,2009-10-12,Not Specified,15,103.5500000000,0.0300000000,Regular Air,19.5900000000,6.6800000000,1.5000000000,Toby Knight,Manitoba,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Sanford Liquid Accent Highlighters,Wrap Bag,0.4800000000,2009-10-13,Not Returned
5737,40770,2011-04-16,Low,19,217.6900000000,0.0900000000,Regular Air,-11.6600000000,11.3300000000,6.1200000000,Cassandra Brandow,Alberta,West,Home Office,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Medium Box,0.4200000000,2011-04-21,Not Returned
5738,40772,2012-02-13,Critical,15,128.2700000000,0.0000000000,Regular Air,22.8500000000,7.8900000000,2.8200000000,Pauline Webber,Saskachewan,Prarie,Consumer,Office Supplies,Rubber Bands,"Staples Vinyl Coated Paper Clips, 800/Box",Wrap Bag,0.4000000000,2012-02-14,Not Returned
5739,40775,2010-11-17,Low,23,279.6300000000,0.0700000000,Regular Air,61.6900000000,12.5800000000,5.1600000000,Liz MacKendrick,New Brunswick,Atlantic,Corporate,Furniture,Office Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",Small Box,0.4300000000,2010-11-22,Not Returned
5740,40800,2010-12-04,Not Specified,41,260.3100000000,0.0500000000,Regular Air,-175.2600000000,6.4800000000,7.9100000000,Jim Sink,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 216,Small Box,0.3700000000,2010-12-04,Not Returned
5741,40800,2010-12-04,Not Specified,18,101.3400000000,0.0600000000,Regular Air,26.1100000000,5.6800000000,1.3900000000,Jim Sink,Prince Edward Island,Atlantic,Corporate,Office Supplies,Envelopes,Staples Standard Envelopes,Small Box,0.3800000000,2010-12-06,Not Returned
5742,40801,2012-07-01,Not Specified,20,129.1600000000,0.0700000000,Regular Air,-56.1500000000,6.4800000000,6.2200000000,Sarah Bern,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1894,Small Box,0.3700000000,2012-07-01,Not Returned
5743,40802,2012-09-03,High,28,3361.0200000000,0.0400000000,Delivery Truck,26.0500000000,115.9900000000,56.1400000000,Scott Cohen,Ontario,Ontario,Consumer,Technology,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Jumbo Drum,0.4000000000,2012-09-04,Returned
5744,40803,2011-04-13,Low,22,83.0200000000,0.0800000000,Regular Air,9.2400000000,3.8000000000,1.4900000000,Jim Karlsson,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.3800000000,2011-04-18,Not Returned
5745,40803,2011-04-13,Low,35,10278.7900000000,0.0400000000,Delivery Truck,1512.0700000000,300.9800000000,64.7300000000,Jim Karlsson,British Columbia,West,Small Business,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum,0.5600000000,2011-04-15,Not Returned
5746,40804,2010-03-12,Medium,36,4273.8000000000,0.0600000000,Delivery Truck,-1775.8300000000,122.9900000000,70.2000000000,Barry French,Northwest Territories,Northwest Territories,Consumer,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.7400000000,2010-03-14,Not Returned
5747,40806,2011-09-06,Critical,8,53.1400000000,0.0000000000,Regular Air,-41.2600000000,5.4000000000,7.7800000000,Barbara Fisher,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,3M Organizer Strips,Small Box,0.3700000000,2011-09-07,Returned
5748,40832,2010-03-29,High,22,447.2300000000,0.0300000000,Regular Air,122.7800000000,20.2400000000,6.6700000000,Erin Mull,New Brunswick,Atlantic,Small Business,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Small Pack,0.4900000000,2010-03-30,Not Returned
5749,40833,2010-07-15,Low,48,2688.0825000000,0.0400000000,Regular Air,844.8200000000,65.9900000000,2.5000000000,Michelle Huthwaite,Quebec,Quebec,Home Office,Technology,Telephones and Communication,V8160,Small Box,0.5600000000,2010-07-24,Not Returned
5750,40835,2009-11-24,High,26,393.5900000000,0.0600000000,Regular Air,-8.0800000000,15.0100000000,8.4000000000,Jennifer Braxton,Prince Edward Island,Atlantic,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Small Box,0.3900000000,2009-11-26,Not Returned
5751,40835,2009-11-24,High,14,551.1800000000,0.0900000000,Regular Air,-326.9700000000,40.4800000000,19.9900000000,Jennifer Braxton,Prince Edward Island,Atlantic,Small Business,Technology,Computer Peripherals,Keytronic Designer 104- Key Black Keyboard,Small Box,0.7700000000,2009-11-26,Not Returned
5752,40835,2009-11-24,High,1,18.7300000000,0.0500000000,Regular Air,-6.6800000000,12.2800000000,6.1300000000,Jennifer Braxton,Prince Edward Island,Atlantic,Small Business,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Small Box,0.5700000000,2009-11-25,Not Returned
5753,40838,2012-11-26,Not Specified,40,323.9600000000,0.0700000000,Regular Air,-136.8200000000,8.0900000000,7.9600000000,Adrian Shami,Alberta,West,Consumer,Furniture,Office Furnishings,"6"" Cubicle Wall Clock, Black",Small Box,0.4900000000,2012-11-29,Not Returned
5754,40838,2012-11-26,Not Specified,10,175.8565000000,0.0300000000,Regular Air,-93.2600000000,20.9900000000,1.2500000000,Adrian Shami,Alberta,West,Consumer,Technology,Telephones and Communication,Accessory29,Small Pack,0.8300000000,2012-11-27,Not Returned
5755,40839,2012-03-31,Medium,23,2732.0100000000,0.0400000000,Delivery Truck,-100.4700000000,119.9900000000,56.1400000000,Guy Phonely,Ontario,Ontario,Corporate,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,Jumbo Box,0.3900000000,2012-04-01,Not Returned
5756,40866,2010-05-23,High,3,907.1800000000,0.0600000000,Regular Air,-236.6000000000,300.6500000000,24.4900000000,Rick Duston,Ontario,Ontario,Corporate,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Large Box,0.5200000000,2010-05-24,Not Returned
5757,40870,2011-12-11,Critical,43,12858.8800000000,0.0800000000,Regular Air,4833.2700000000,300.9700000000,7.1800000000,Justin MacKendrick,Quebec,Quebec,Corporate,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,Small Box,0.4800000000,2011-12-11,Not Returned
5758,40870,2011-12-11,Critical,28,146.6900000000,0.0000000000,Regular Air,-64.0500000000,4.9500000000,5.3200000000,Justin MacKendrick,Quebec,Quebec,Corporate,Furniture,Office Furnishings,"Eldon® 300 Class™ Desk Accessories, Black",Small Box,0.4100000000,2011-12-13,Not Returned
5759,40871,2011-09-13,Not Specified,32,294.0400000000,0.0300000000,Regular Air,-5.5300000000,8.8500000000,5.6000000000,Joy Smith,Prince Edward Island,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems Combs,Small Box,0.3600000000,2011-09-15,Not Returned
5760,40871,2011-09-13,Not Specified,18,2022.6500000000,0.0500000000,Delivery Truck,-157.6300000000,110.9800000000,30.0000000000,Joy Smith,Prince Edward Island,Atlantic,Corporate,Furniture,Chairs & Chairmats,Office Star Flex Back Scooter Chair with White Frame,Jumbo Drum,0.7100000000,2011-09-15,Not Returned
5761,40896,2011-09-02,Not Specified,21,155.7300000000,0.0300000000,Express Air,42.8600000000,7.4000000000,1.7100000000,Tracy Poddar,Newfoundland,Atlantic,Corporate,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Wrap Bag,0.4000000000,2011-09-03,Not Returned
5762,40901,2012-07-29,Medium,40,273.1400000000,0.0200000000,Regular Air,-96.9000000000,6.6000000000,4.0700000000,Darrin Van Huff,Saskachewan,Prarie,Home Office,Technology,Computer Peripherals,"3.5"" IBM Formatted Diskettes, DS/HD",Small Pack,0.6600000000,2012-07-31,Not Returned
5763,40901,2012-07-29,Medium,22,3100.1115000000,0.0200000000,Express Air,567.3700000000,155.9900000000,8.0800000000,Darrin Van Huff,Saskachewan,Prarie,Home Office,Technology,Telephones and Communication,300 Series Non-Flip,Small Box,0.6000000000,2012-07-31,Not Returned
5764,40902,2009-07-07,Low,25,192.1800000000,0.0200000000,Regular Air,-48.8800000000,7.1000000000,6.0500000000,Susan Vittorini,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,0.3900000000,2009-07-09,Not Returned
5765,40928,2009-09-12,Low,4,292.3405000000,0.0100000000,Regular Air,-420.5900000000,85.9900000000,0.9900000000,Patrick Ryan,Saskachewan,Prarie,Corporate,Technology,Telephones and Communication,Accessory4,Wrap Bag,0.8500000000,2009-09-17,Not Returned
5766,40933,2012-05-27,High,37,95.4300000000,0.0600000000,Regular Air,-103.9600000000,2.5200000000,4.2800000000,Jenna Caffey,Alberta,West,Consumer,Office Supplies,Pens & Art Supplies,"Binney & Smith inkTank™ Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Wrap Bag,0.4400000000,2012-05-28,Not Returned
5767,40934,2011-11-13,Not Specified,28,49.4900000000,0.0100000000,Regular Air,-1.2300000000,1.7600000000,0.7000000000,Carol Triggs,Quebec,Quebec,Home Office,Office Supplies,Pens & Art Supplies,Newell 326,Wrap Bag,0.5600000000,2011-11-14,Not Returned
5768,40934,2011-11-13,Not Specified,11,404.1495000000,0.0700000000,Regular Air,-107.5000000000,45.9900000000,4.9900000000,Carol Triggs,Quebec,Quebec,Home Office,Technology,Telephones and Communication,600 Series Non-Flip,Small Box,0.5700000000,2011-11-15,Not Returned
5769,40961,2011-03-30,Medium,7,23.8400000000,0.0200000000,Regular Air,5.8800000000,3.1500000000,0.5000000000,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Labels,Avery 520,Small Box,0.3700000000,2011-03-31,Not Returned
5770,40962,2011-02-20,Critical,28,1553.6600000000,0.0300000000,Regular Air,547.4800000000,54.4800000000,0.9900000000,Mary Zewe,Ontario,Ontario,Corporate,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster™ Power Centers,Small Box,0.5700000000,2011-02-21,Not Returned
5771,40962,2011-02-20,Critical,30,3276.9965000000,0.0000000000,Regular Air,653.0600000000,125.9900000000,8.9900000000,Mary Zewe,Ontario,Ontario,Corporate,Technology,Telephones and Communication,M70,Small Box,0.5900000000,2011-02-21,Not Returned
5772,40964,2011-05-23,Critical,40,301.1200000000,0.0000000000,Regular Air,-206.0500000000,6.8400000000,8.3700000000,Nick Radford,Manitoba,Prarie,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Small Pack,0.5800000000,2011-05-26,Not Returned
5773,40965,2009-11-20,Medium,48,7227.4200000000,0.0900000000,Delivery Truck,-385.0000000000,159.3100000000,60.0000000000,Mark Cousins,Ontario,Ontario,Corporate,Furniture,Tables,Hon Non-Folding Utility Tables,Jumbo Drum,0.5500000000,2009-11-22,Not Returned
5774,40965,2009-11-20,Medium,39,1836.1870000000,0.0600000000,Regular Air,-139.8400000000,55.9900000000,5.0000000000,Mark Cousins,Ontario,Ontario,Corporate,Technology,Telephones and Communication,Accessory36,Small Pack,0.8300000000,2009-11-22,Not Returned
5775,40965,2009-11-20,Medium,29,843.5500000000,0.0800000000,Regular Air,168.7600000000,30.9800000000,8.7400000000,Mark Cousins,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1979,Small Box,0.4000000000,2009-11-21,Not Returned
5776,40994,2012-10-09,High,42,793.0400000000,0.1000000000,Regular Air,323.0800000000,20.9800000000,1.4900000000,Michael Paige,Newfoundland,Atlantic,Small Business,Office Supplies,Binders and Binder Accessories,Avery Legal 4-Ring Binder,Small Box,0.3500000000,2012-10-11,Not Returned
5777,40997,2009-04-21,Low,12,382.2900000000,0.0500000000,Express Air,61.4700000000,30.9800000000,9.1800000000,Odella Nelson,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1951,Small Box,0.4000000000,2009-04-21,Not Returned
5778,40997,2009-04-21,Low,37,881.7400000000,0.0500000000,Regular Air,18.2700000000,22.9900000000,8.9900000000,Odella Nelson,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Boston KS Multi-Size Manual Pencil Sharpener,Small Pack,0.5700000000,2009-04-28,Not Returned
5779,40997,2009-04-21,Low,1,22.6100000000,0.0300000000,Regular Air,-8.4000000000,14.9700000000,7.5100000000,Odella Nelson,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,Pizazz® Global Quick File™,Small Box,0.5700000000,2009-04-23,Not Returned
5780,40997,2009-04-21,Low,33,7384.1800000000,0.0400000000,Delivery Truck,-513.7900000000,212.6000000000,110.2000000000,Odella Nelson,Ontario,Ontario,Small Business,Furniture,Tables,Bush Advantage Collection® Round Conference Table,Jumbo Box,0.7300000000,2009-04-25,Not Returned
5781,40998,2009-05-02,Medium,43,1233.2200000000,0.0500000000,Regular Air,385.4600000000,29.8900000000,1.9900000000,Nora Paige,British Columbia,West,Small Business,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,0.5000000000,2009-05-03,Not Returned
5782,40998,2009-05-02,Medium,39,144.8200000000,0.0800000000,Regular Air,28.4000000000,4.0000000000,1.3000000000,Nora Paige,British Columbia,West,Small Business,Office Supplies,Paper,EcoTones® Memo Sheets,Wrap Bag,0.3700000000,2009-05-04,Not Returned
5783,41026,2011-04-19,Medium,8,709.3700000000,0.1000000000,Delivery Truck,-281.7600000000,89.9900000000,42.0000000000,Duane Benoit,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,0.6600000000,2011-04-20,Not Returned
5784,41026,2011-04-19,Medium,19,59.7600000000,0.1000000000,Express Air,-33.1100000000,3.1400000000,1.9200000000,Duane Benoit,Ontario,Ontario,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.8400000000,2011-04-19,Not Returned
5785,41056,2012-03-26,Critical,4,137.5400000000,0.0800000000,Regular Air,-138.8400000000,34.9800000000,7.5300000000,Dario Medina,Yukon,Yukon,Small Business,Technology,Computer Peripherals,Fellowes EZ Multi-Media Keyboard,Small Box,0.7600000000,2012-03-29,Not Returned
5786,41059,2010-09-14,Medium,26,363.1600000000,0.0800000000,Express Air,3.9200000000,14.2700000000,7.2700000000,Lycoris Saunders,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Laser Imprintable Binding System Covers, Desert Sand",Small Box,0.3800000000,2010-09-14,Returned
5787,41059,2010-09-14,Medium,45,12571.6300000000,0.0900000000,Regular Air,5455.9600000000,300.9800000000,13.9900000000,Lycoris Saunders,Ontario,Ontario,Corporate,Technology,Office Machines,Polycom VoiceStation 100,Medium Box,0.3900000000,2010-09-15,Returned
5788,41059,2010-09-14,Medium,21,128.8600000000,0.0000000000,Express Air,24.5300000000,5.8400000000,1.2000000000,Lycoris Saunders,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.5500000000,2010-09-16,Returned
5789,41059,2010-09-14,Medium,45,17884.5300000000,0.0400000000,Delivery Truck,2357.8600000000,400.9800000000,42.5200000000,Lycoris Saunders,Ontario,Ontario,Corporate,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,0.7100000000,2010-09-15,Returned
5790,41063,2012-11-21,Low,22,483.9600000000,0.0100000000,Regular Air,-34.0900000000,21.3800000000,8.9900000000,Carl Jackson,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.5900000000,2012-11-23,Not Returned
5791,41063,2012-11-21,Low,10,308.3630000000,0.0400000000,Regular Air,42.2700000000,35.9900000000,0.9900000000,Carl Jackson,Northwest Territories,Northwest Territories,Home Office,Technology,Telephones and Communication,Accessory31,Small Pack,0.3500000000,2012-11-28,Not Returned
5792,41063,2012-11-21,Low,26,1911.4035000000,0.0600000000,Regular Air,822.8900000000,85.9900000000,1.2500000000,Carl Jackson,Northwest Territories,Northwest Territories,Home Office,Technology,Telephones and Communication,Accessory8,Small Pack,0.3900000000,2012-11-28,Not Returned
5793,41091,2009-05-24,Medium,32,6310.6900000000,0.1000000000,Express Air,1318.8300000000,218.0800000000,18.0600000000,Harold Dahlen,British Columbia,West,Consumer,Furniture,Chairs & Chairmats,"Lifetime Advantage™ Folding Chairs, 4/Carton",Large Box,0.5700000000,2009-05-25,Not Returned
5794,41094,2009-01-06,Low,46,298.9700000000,0.0900000000,Regular Air,-225.8600000000,6.4800000000,8.7300000000,Maribeth Schnelling,New Brunswick,Atlantic,Corporate,Office Supplies,Paper,Xerox 227,Small Box,0.3700000000,2009-01-08,Not Returned
5795,41094,2009-01-06,Low,6,159.0500000000,0.0500000000,Regular Air,-153.4600000000,20.3400000000,35.0000000000,Maribeth Schnelling,New Brunswick,Atlantic,Corporate,Office Supplies,Storage & Organization,Tennsco Commercial Shelving,Large Box,0.8400000000,2009-01-10,Not Returned
5796,41120,2012-07-07,Low,35,870.7500000000,0.0900000000,Regular Air,100.5000000000,26.6400000000,5.3000000000,Darren Budd,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,SAFCO Optional Arm Kit for Workspace® Cribbage Stacking Chair,Medium Box,0.0000000000,2012-07-09,Returned
5797,41120,2012-07-07,Low,13,43.3700000000,0.0200000000,Regular Air,9.5300000000,3.0800000000,0.9900000000,Darren Budd,Ontario,Ontario,Consumer,Furniture,Office Furnishings,DAX Solid Wood Frames,Medium Box,0.4800000000,2012-07-09,Returned
5798,41122,2010-02-21,Not Specified,29,61.2200000000,0.0600000000,Express Air,-76.8800000000,1.7400000000,4.0800000000,Darren Budd,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",Small Pack,0.5300000000,2010-02-23,Not Returned
5799,41123,2010-12-06,Low,27,322.4600000000,0.0400000000,Regular Air,54.2900000000,11.3400000000,5.0100000000,Frank Gastineau,Alberta,West,Small Business,Office Supplies,Paper,Xerox 188,Small Box,0.3600000000,2010-12-11,Not Returned
5800,41152,2011-09-03,High,49,3702.9200000000,0.0300000000,Regular Air,541.9200000000,76.7200000000,19.9500000000,Bobby Trafton,British Columbia,West,Corporate,Office Supplies,Appliances,Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room,Large Box,0.5400000000,2011-09-04,Not Returned
5801,41152,2011-09-03,High,29,53.9900000000,0.1000000000,Regular Air,-15.1200000000,1.8800000000,1.4900000000,Bobby Trafton,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,Small Box,0.3700000000,2011-09-05,Not Returned
5802,41153,2009-03-02,Medium,29,862.2000000000,0.1000000000,Regular Air,-45.1000000000,30.7300000000,4.0000000000,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.7500000000,2009-03-03,Not Returned
5803,41154,2009-04-30,Low,43,938.3700000000,0.0200000000,Regular Air,251.1700000000,21.9800000000,2.8700000000,Roger Barcio,Alberta,West,Corporate,Office Supplies,Pens & Art Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Small Pack,0.5500000000,2009-05-02,Not Returned
5804,41157,2011-04-16,Medium,39,3854.4000000000,0.0900000000,Regular Air,1116.9800000000,107.5300000000,5.8100000000,Nicole Brennan,British Columbia,West,Home Office,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,0.6500000000,2011-04-18,Not Returned
5805,41184,2011-09-22,High,7,120.0300000000,0.0200000000,Regular Air,-56.0600000000,15.7000000000,11.2500000000,Charlotte Melton,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box,0.6000000000,2011-09-24,Not Returned
5806,41185,2009-12-06,Critical,2,18.8100000000,0.0800000000,Regular Air,-12.8300000000,5.7800000000,7.9600000000,Ben Ferrer,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 196,Small Box,0.3600000000,2009-12-07,Not Returned
5807,41186,2010-11-22,High,33,553.3415000000,0.0800000000,Regular Air,-67.7100000000,20.9900000000,0.9900000000,Aleksandra Gannaway,Saskachewan,Prarie,Corporate,Technology,Telephones and Communication,Accessory15,Small Pack,0.8300000000,2010-11-23,Returned
5808,41186,2010-11-22,High,13,142.1200000000,0.0100000000,Express Air,54.9100000000,9.7800000000,1.3900000000,Aleksandra Gannaway,New Brunswick,Atlantic,Corporate,Office Supplies,Envelopes,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Small Box,0.3900000000,2010-11-24,Returned
5809,41187,2010-09-30,Low,9,52.9300000000,0.0000000000,Regular Air,5.3400000000,5.5800000000,0.7000000000,Edward Nazzal,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Newell 314,Wrap Bag,0.6000000000,2010-09-30,Not Returned
5810,41187,2010-09-30,Low,25,145.1300000000,0.0300000000,Regular Air,-42.4500000000,5.7800000000,4.9600000000,Edward Nazzal,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1899,Small Box,0.3600000000,2010-10-04,Not Returned
5811,41189,2009-07-14,Low,30,189.0400000000,0.0300000000,Regular Air,66.2800000000,6.4500000000,1.3400000000,Stephanie Phelps,Alberta,West,Consumer,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Wrap Bag,0.3600000000,2009-07-19,Not Returned
5812,41216,2009-07-01,Not Specified,8,253.2600000000,0.0200000000,Regular Air,49.6600000000,29.1700000000,6.2700000000,Kean Takahito,Saskachewan,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Binding Machine Supplies,Small Box,0.3700000000,2009-07-02,Returned
5813,41216,2009-07-01,Not Specified,45,6865.0720000000,0.0000000000,Delivery Truck,1117.2400000000,179.2900000000,29.2100000000,Kean Takahito,Saskachewan,Prarie,Home Office,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Jumbo Box,0.7400000000,2009-07-03,Returned
5814,41217,2011-07-13,High,23,1314.6400000000,0.0300000000,Express Air,575.3800000000,55.4800000000,6.7900000000,Nathan Cano,British Columbia,West,Consumer,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Small Box,0.3700000000,2011-07-15,Not Returned
5815,41221,2009-09-12,Critical,4,345.5700000000,0.0600000000,Regular Air,-218.7700000000,80.9800000000,35.0000000000,Eugene Hildebrand,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,Large Box,0.8100000000,2009-09-13,Not Returned
5816,41253,2009-05-07,Medium,5,1455.4900000000,0.0700000000,Regular Air,-807.5900000000,300.9700000000,7.1800000000,Steve Nguyen,Ontario,Ontario,Small Business,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,Small Box,0.4800000000,2009-05-09,Not Returned
5817,41254,2011-01-10,Critical,17,1782.6800000000,0.0800000000,Regular Air,280.6400000000,107.5300000000,5.8100000000,Mitch Webber,Quebec,Quebec,Corporate,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,0.6500000000,2011-01-12,Not Returned
5818,41255,2009-10-18,Low,22,1333.1900000000,0.0100000000,Regular Air,331.4800000000,60.6500000000,12.2300000000,Christine Abelman,Alberta,West,Corporate,Furniture,Office Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Medium Box,0.6400000000,2009-10-25,Not Returned
5819,41282,2009-07-04,Medium,39,916.0500000000,0.0800000000,Regular Air,-21.9000000000,24.9200000000,12.9800000000,Eileen Kiefer,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Small Box,0.3900000000,2009-07-06,Not Returned
5820,41286,2012-09-16,Medium,40,260.9600000000,0.0900000000,Regular Air,-96.7000000000,6.4800000000,6.2200000000,Lena Hernandez,British Columbia,West,Home Office,Office Supplies,Paper,Xerox 1894,Small Box,0.3700000000,2012-09-17,Not Returned
5821,41312,2012-01-31,Not Specified,21,787.6300000000,0.0500000000,Regular Air,140.2200000000,39.4800000000,1.9900000000,Jonathan Howell,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.5400000000,2012-02-01,Not Returned
